a	b	nSites	R0	R1	KING
0	1	6716	2.699119	0.127951	-0.618042
0	2	6400	2.765090	0.114838	-0.570347
0	3	6706	2.476233	0.149177	-0.634710
0	4	6442	2.683517	0.131118	-0.628968
0	5	6311	2.603593	0.136714	-0.626916
0	6	6566	2.264020	0.150146	-0.551587
0	7	129	129611.803321	0.000004	-1.752715
0	8	177	47450781.633605	0.000000	-1.798003
0	9	6108	2.515006	0.128659	-0.555292
0	10	6202	2.259181	0.155893	-0.571584
0	11	6127	2.968849	0.115105	-0.639691
0	12	5901	2.489546	0.129565	-0.550467
0	13	6174	2.395716	0.147381	-0.593391
0	14	6123	2.286253	0.144201	-0.537340
0	15	3585	1.503266	0.166243	-0.308128
0	16	193	96468.048433	0.000004	-1.441045
0	17	68	3022189976856.594727	0.000000	-0.552903
0	18	6591	2.733920	0.122869	-0.603368
0	19	1728	2.420304	0.114704	-0.462847
0	20	5876	2.174721	0.136998	-0.470121
0	21	76	1609589103.705703	0.000000	-1.305160
0	22	310	12.521113	0.036815	-1.444720
0	23	125	163043.859237	0.000002	-1.229620
0	24	6618	2.627781	0.132730	-0.616185
0	25	295	63739.751935	0.000006	-1.358805
0	26	6370	2.980130	0.111640	-0.621801
0	27	6150	3.006507	0.116356	-0.660668
0	28	306	178847386.314412	0.000000	-1.606016
0	29	6778	2.030831	0.160202	-0.492920
0	30	159	215183.017849	0.000002	-1.308938
0	31	6465	2.931773	0.120941	-0.662906
0	32	176	829484.291141	0.000001	-1.451038
0	33	139	41413.445573	0.000009	-1.161337
0	34	32	7990405451212616170995712.000000	0.000000	-0.666449
0	35	161	1474972.026822	0.000000	-2.355720
0	36	157	118669.558093	0.000004	-2.035100
0	37	357	7.247899	0.057060	-1.099216
0	38	190	15.911343	0.029456	-1.538227
0	39	6238	2.943973	0.119864	-0.660638
0	40	1200	2.519441	0.105503	-0.450819
0	41	6166	2.155323	0.152541	-0.517266
0	42	137	2178983.091328	0.000000	-1.483286
0	43	6204	2.850653	0.119259	-0.623975
0	44	6366	2.550669	0.133829	-0.592545
0	45	6392	2.564463	0.132219	-0.589951
0	46	6946	1.253740	0.173421	-0.231472
0	47	1871	2.047716	0.146078	-0.455347
0	48	6492	3.124773	0.103715	-0.616356
0	49	6312	2.587910	0.134208	-0.608433
0	50	6145	2.734319	0.117483	-0.574556
0	51	6459	2.898512	0.115552	-0.618522
0	52	6296	2.524854	0.133013	-0.579094
0	53	6543	2.118753	0.148272	-0.488634
0	54	7283	0.762918	0.217504	-0.090122
0	55	6055	2.755537	0.127448	-0.636186
1	2	8146	3.185523	0.122034	-0.766320
1	3	9643	3.277085	0.111239	-0.720144
1	4	9184	3.585263	0.100921	-0.741337
1	5	8033	3.772847	0.105881	-0.853225
1	6	8923	2.900535	0.113915	-0.609435
1	7	185	181289.703319	0.000003	-2.856129
1	8	266	5561.389106	0.000110	-3.146047
1	9	7670	3.412248	0.113259	-0.785279
1	10	7417	2.850109	0.128309	-0.676917
1	11	7075	3.597462	0.095189	-0.695439
1	12	6674	3.217272	0.106804	-0.667166
1	13	7729	3.525690	0.113666	-0.832148
1	14	7399	2.950135	0.130540	-0.730256
1	15	4106	2.420550	0.113172	-0.456427
1	16	300	304592.000853	0.000002	-2.165964
1	17	59	108120.687890	0.000006	-4.331654
1	18	9516	3.481427	0.117487	-0.848180
1	19	1912	2.458197	0.131614	-0.548533
1	20	7596	2.942413	0.119593	-0.658398
1	21	115	9936.731708	0.000040	-1.340312
1	22	411	13.971934	0.036339	-1.733066
1	23	154	72486.876769	0.000006	-1.452489
1	24	10775	3.404130	0.107678	-0.736822
1	25	431	33.741769	0.016517	-2.308267
1	26	8964	3.885413	0.098272	-0.816702
1	27	7900	3.067933	0.122694	-0.725157
1	28	394	121063.846365	0.000004	-1.887511
1	29	10357	3.000038	0.128122	-0.734764
1	30	173	2071281986687532293609750528.000000	0.000000	-1.212943
1	31	8597	4.014186	0.096002	-0.836488
1	32	304	6179895.504596	0.000000	-2.114894
1	33	179	872081.762352	0.000000	-1.266993
1	34	41	141018.703458	0.000001	-0.420542
1	35	275	12.586698	0.049667	-2.531958
1	36	276	26.933194	0.021023	-2.335826
1	37	461	11.309113	0.044448	-1.639095
1	38	295	13.809157	0.034236	-1.529833
1	39	7657	3.912676	0.105411	-0.901157
1	40	1291	2.479137	0.114364	-0.478927
1	41	7587	3.304869	0.110218	-0.722154
1	42	197	339698.684925	0.000001	-1.895272
1	43	8568	3.850696	0.098491	-0.807156
1	44	8958	4.210667	0.092574	-0.863799
1	45	9125	3.132685	0.116699	-0.708057
1	46	9694	1.706145	0.157732	-0.363641
1	47	2031	2.869595	0.124220	-0.659998
1	48	8607	3.830235	0.095241	-0.768274
1	49	8426	3.075037	0.114790	-0.674401
1	50	8239	3.541202	0.098000	-0.702124
1	51	9447	3.359928	0.100310	-0.664394
1	52	8652	3.343964	0.108198	-0.720142
1	53	8791	3.226017	0.107698	-0.676498
1	54	10122	1.236383	0.169874	-0.221457
1	55	7294	3.909913	0.093451	-0.775786
2	3	7928	3.626992	0.104256	-0.785205
2	4	7648	3.369050	0.113335	-0.769765
2	5	7092	3.315101	0.105790	-0.691876
2	6	7419	2.902620	0.115310	-0.618463
2	7	161	23.700054	0.015997	-1.136981
2	8	253	935737.144872	0.000001	-1.937616
2	9	7142	3.384139	0.110024	-0.748663
2	10	7073	2.835955	0.110612	-0.569419
2	11	6836	3.872704	0.088614	-0.716667
2	12	6245	2.596476	0.125544	-0.569007
2	13	7163	3.155540	0.120990	-0.747028
2	14	7047	2.766153	0.133864	-0.676051
2	15	3880	2.470339	0.118002	-0.492334
2	16	299	5.850741	0.100949	-1.767307
2	17	61	2394705.398800	0.000000	-2.597433
2	18	8064	3.828694	0.102933	-0.844166
2	19	1845	4.198401	0.076641	-0.681772
2	20	6776	2.461188	0.129162	-0.538712
2	21	112	279706.916873	0.000001	-0.974991
2	22	391	24.714963	0.014003	-0.994525
2	23	158	43444.927869	0.000008	-1.033678
2	24	8397	3.558620	0.107752	-0.792189
2	25	398	3.446620	0.144946	-1.080829
2	26	7582	4.209019	0.086198	-0.789810
2	27	7374	3.927658	0.092686	-0.773608
2	28	361	4.562258	0.101310	-1.111658
2	29	8351	3.707269	0.099436	-0.768263
2	30	172	5420117841450286186496.000000	0.000000	-2.462852
2	31	7602	3.590163	0.104018	-0.770273
2	32	248	3.489552	0.135639	-1.016345
2	33	160	99679174.057840	0.000000	-0.726273
2	34	45	0.000000	0.000032	0.000032
2	35	268	2356435.309808	0.000000	-1.395363
2	36	257	35.165403	0.010852	-1.175421
2	37	455	9.331042	0.047951	-1.306004
2	38	284	5.209308	0.052424	-0.593643
2	39	7007	4.141684	0.084534	-0.751803
2	40	1263	2.448448	0.136139	-0.565014
2	41	7182	3.064912	0.123362	-0.728536
2	42	174	3.083111	0.167212	-1.054909
2	43	7233	4.517090	0.083669	-0.851548
2	44	7638	3.800386	0.101735	-0.822106
2	45	7349	3.436009	0.104117	-0.718855
2	46	8142	1.826781	0.135600	-0.351564
2	47	1942	1.998121	0.150928	-0.452088
2	48	7213	3.373127	0.098618	-0.655440
2	49	7049	3.309672	0.108249	-0.708773
2	50	6798	3.215385	0.105497	-0.657195
2	51	7595	2.794741	0.120016	-0.608886
2	52	7365	3.065780	0.114679	-0.670422
2	53	7622	3.349632	0.101310	-0.668848
2	54	8608	0.762795	0.190933	-0.081177
2	55	6508	3.205345	0.112080	-0.701155
3	4	8588	3.233292	0.112083	-0.710989
3	5	7705	3.363255	0.111480	-0.752796
3	6	8601	2.697000	0.123890	-0.595821
3	7	190	251158524.439997	0.000000	-3.476515
3	8	276	62183.304978	0.000012	-5.134685
3	9	7377	3.531537	0.103538	-0.746064
3	10	7202	2.563489	0.140928	-0.631777
3	11	6942	3.589270	0.096131	-0.701051
3	12	6505	2.895636	0.121427	-0.652783
3	13	7349	3.096282	0.122711	-0.736224
3	14	7070	2.984190	0.116524	-0.653930
3	15	3995	2.661627	0.116841	-0.547455
3	16	331	12.508999	0.051535	-2.700099
3	17	70	15745.843189	0.000030	-1.773763
3	18	8803	3.303741	0.106289	-0.691894
3	19	1835	3.194278	0.092136	-0.557863
3	20	7050	2.781373	0.115822	-0.581054
3	21	111	14024.745762	0.000029	-1.377508
3	22	430	4.157024	0.123117	-1.226088
3	23	169	330352.189428	0.000002	-2.218740
3	24	9853	2.919387	0.127809	-0.700788
3	25	447	22.157301	0.026616	-2.487337
3	26	8460	3.785895	0.098103	-0.781663
3	27	7590	3.564652	0.102068	-0.744505
3	28	403	97499.091755	0.000005	-2.311468
3	29	9468	2.770189	0.137601	-0.698823
3	30	165	71127.971288	0.000006	-1.532088
3	31	8177	3.448198	0.118464	-0.843167
3	32	303	16.514532	0.039311	-2.932064
3	33	169	2.972575	0.170390	-1.009974
3	34	43	51668365995775234955520771746490369626341376.000000	0.000000	-2.197388
3	35	292	9.829935	0.064209	-2.409510
3	36	299	11.824330	0.051129	-2.326718
3	37	479	9.623304	0.064849	-2.340157
3	38	309	4.475562	0.110866	-1.214968
3	39	7263	3.883727	0.099129	-0.824886
3	40	1253	2.032155	0.119937	-0.368947
3	41	7215	2.698609	0.123312	-0.593346
3	42	194	307745.149279	0.000002	-2.918887
3	43	7894	2.936004	0.118925	-0.651977
3	44	8557	3.208125	0.112885	-0.707968
3	45	8373	3.103772	0.119430	-0.716372
3	46	9031	1.656235	0.145526	-0.320491
3	47	1960	2.808293	0.122547	-0.627948
3	48	7957	2.935524	0.117642	-0.643903
3	49	8030	3.252657	0.101872	-0.642872
3	50	7684	3.293574	0.099108	-0.635162
3	51	8810	3.245711	0.113111	-0.723019
3	52	8199	2.825653	0.123539	-0.639887
3	53	8245	2.709178	0.138053	-0.676164
3	54	9494	1.108724	0.165677	-0.175751
3	55	6949	4.007923	0.085399	-0.723146
4	5	7584	2.804457	0.131038	-0.675111
4	6	8095	3.067718	0.122900	-0.726475
4	7	167	40.806912	0.017544	-4.430955
4	8	250	90.999334	0.008400	-6.024593
4	9	7205	3.672749	0.098604	-0.749280
4	10	6955	3.262966	0.108629	-0.695724
4	11	6981	1.807191	0.153682	-0.390222
4	12	6371	2.689553	0.122323	-0.585009
4	13	7101	3.138454	0.120392	-0.736199
4	14	7101	2.709601	0.131080	-0.638674
4	15	3947	2.080253	0.132382	-0.422885
4	16	302	2856174.762674	0.000000	-4.098642
4	17	66	20905.614805	0.000020	-1.429870
4	18	8554	2.983238	0.114911	-0.643399
4	19	1797	4.411725	0.070412	-0.663546
4	20	6890	2.683640	0.130449	-0.625486
4	21	105	257157.712864	0.000002	-2.056061
4	22	389	6.099241	0.097513	-1.819170
4	23	146	5528484.501249	0.000000	-3.952390
4	24	9530	3.335410	0.108489	-0.719456
4	25	402	60576.058796	0.000011	-3.586617
4	26	8134	3.598573	0.095750	-0.700615
4	27	7547	3.247031	0.104745	-0.661940
4	28	387	15.640203	0.037370	-2.308099
4	29	9159	3.468369	0.104060	-0.729199
4	30	184	22674610.365170	0.000000	-1.961509
4	31	7780	3.267723	0.110034	-0.707820
4	32	269	21.660876	0.029107	-2.879902
4	33	160	3.398923	0.166508	-1.258543
4	34	43	214989898128058218884667764499234340238474376484393119170043574004744192.000000	0.000000	-1.057307
4	35	246	24.263752	0.030103	-4.338295
4	36	241	29.550096	0.024052	-4.142308
4	37	429	89806.629009	0.000007	-3.189303
4	38	265	24.439528	0.025712	-2.910183
4	39	7253	3.607589	0.104248	-0.778366
4	40	1257	2.292569	0.136278	-0.508864
4	41	7223	3.094810	0.118003	-0.703244
4	42	187	10639517.874269	0.000000	-3.225036
4	43	7648	3.422823	0.101072	-0.690067
4	44	8324	2.840586	0.123851	-0.647142
4	45	8352	2.943401	0.121903	-0.673129
4	46	8826	1.517408	0.166295	-0.313240
4	47	1962	2.301342	0.135397	-0.508543
4	48	7788	3.429988	0.106255	-0.734207
4	49	7762	3.498901	0.102090	-0.722943
4	50	7388	3.134387	0.112878	-0.682067
4	51	8556	3.165756	0.107910	-0.658115
4	52	8040	3.258622	0.098574	-0.620889
4	53	8216	3.203176	0.106747	-0.662156
4	54	9282	1.027065	0.178528	-0.160341
4	55	6769	3.245802	0.114377	-0.732482
5	6	7389	3.179187	0.122941	-0.770459
5	7	140	150882.965134	0.000003	-1.894307
5	8	185	37.094284	0.014407	-2.132746
5	9	6602	3.162764	0.119794	-0.741209
5	10	6667	3.055238	0.118473	-0.691963
5	11	6510	3.112293	0.119471	-0.719841
5	12	6167	2.773937	0.127032	-0.640720
5	13	6804	3.316741	0.113556	-0.752185
5	14	6671	2.931028	0.122068	-0.669600
5	15	3789	2.363763	0.119695	-0.466476
5	16	230	7938869.009993	0.000000	-1.599216
5	17	68	8942.534890	0.000071	-3.497824
5	18	7656	2.877179	0.127215	-0.680794
5	19	1823	5.051552	0.048514	-0.518373
5	20	6463	2.702611	0.125508	-0.606359
5	21	103	5084.602795	0.000093	-1.805065
5	22	341	178.161127	0.002238	-1.312692
5	23	135	130435774.869790	0.000000	-1.705772
5	24	8287	3.104389	0.112343	-0.668058
5	25	317	3568298373.605575	0.000000	-1.532493
5	26	7360	3.380387	0.112126	-0.764213
5	27	6885	3.086133	0.125842	-0.753934
5	28	340	152296.813796	0.000003	-1.265515
5	29	7915	3.726348	0.100190	-0.781703
5	30	176	17430.002795	0.000028	-1.921651
5	31	7302	3.717571	0.102368	-0.799286
5	32	196	199115.884780	0.000002	-1.551436
5	33	142	24191.583375	0.000026	-3.411722
5	34	37	11049.460029	0.000023	-0.683855
5	35	203	70457.060347	0.000007	-1.934722
5	36	195	31666477.293797	0.000000	-1.890081
5	37	397	39.245472	0.010871	-1.415511
5	38	226	19.440084	0.022748	-1.428405
5	39	6790	3.294448	0.116915	-0.769949
5	40	1200	1.848636	0.134395	-0.355273
5	41	6644	2.424013	0.153278	-0.630815
5	42	150	8160714.703178	0.000000	-1.348517
5	43	6962	4.222702	0.085094	-0.781336
5	44	7347	2.958103	0.124284	-0.693600
5	45	7556	3.006972	0.123927	-0.709962
5	46	8015	1.399760	0.158523	-0.260481
5	47	1866	3.415131	0.080407	-0.528982
5	48	7316	3.938026	0.094132	-0.791683
5	49	7109	3.375920	0.108863	-0.736478
5	50	6801	3.175825	0.103890	-0.633352
5	51	7594	3.003560	0.119305	-0.678629
5	52	7290	3.399560	0.098834	-0.665154
5	53	7320	3.533425	0.096802	-0.689657
5	54	8324	1.180003	0.161526	-0.193983
5	55	6373	3.156385	0.116696	-0.716692
6	7	125	397687427.674398	0.000000	-1.957661
6	8	198	7412333.029636	0.000000	-2.658850
6	9	7063	3.175517	0.106321	-0.650190
6	10	7030	2.509898	0.142236	-0.616468
6	11	6851	2.959271	0.111811	-0.616021
6	12	6471	2.947771	0.109922	-0.600709
6	13	7211	2.995519	0.121663	-0.690907
6	14	7029	2.453598	0.139303	-0.580995
6	15	3968	2.245716	0.128950	-0.464953
6	16	213	1579838.766214	0.000000	-1.733629
6	17	68	78700269.907348	0.000000	-0.736136
6	18	8369	3.089606	0.109263	-0.642372
6	19	1854	3.764463	0.080585	-0.613342
6	20	6962	2.805167	0.111135	-0.562725
6	21	106	5686.934032	0.000080	-1.679434
6	22	332	269086538823657.625000	0.000000	-1.715657
6	23	125	9318360948508396743053803520.000000	0.000000	-0.926325
6	24	8873	2.691233	0.129742	-0.624605
6	25	338	479663837.272006	0.000000	-2.488469
6	26	7884	3.543509	0.096167	-0.687408
6	27	7262	3.126413	0.112093	-0.673896
6	28	330	329283.611006	0.000001	-1.819696
6	29	9041	2.913324	0.125908	-0.686678
6	30	170	18052.695993	0.000023	-1.378408
6	31	7875	3.150608	0.117083	-0.717319
6	32	200	338314.078594	0.000002	-2.471751
6	33	150	489578.499207	0.000001	-3.129716
6	34	41	7599.765437	0.000058	-1.599450
6	35	204	32.862936	0.017216	-2.377736
6	36	197	269172.261445	0.000002	-2.377661
6	37	390	3615013.039115	0.000000	-1.884439
6	38	214	20.460767	0.020499	-1.316539
6	39	7258	3.343884	0.110685	-0.739559
6	40	1304	2.077421	0.135477	-0.431940
6	41	7062	3.106968	0.109874	-0.652201
6	42	139	198556.804886	0.000002	-1.768800
6	43	7583	3.042656	0.116753	-0.676018
6	44	8023	2.863214	0.123764	-0.654928
6	45	8226	2.955549	0.122241	-0.679737
6	46	8591	1.566109	0.146922	-0.294496
6	47	1957	2.346112	0.113118	-0.434677
6	48	7844	2.904706	0.113609	-0.608986
6	49	7870	3.517132	0.098998	-0.702960
6	50	7535	2.895282	0.111117	-0.591121
6	51	8490	2.881738	0.122106	-0.651830
6	52	7711	2.678929	0.123625	-0.588102
6	53	8046	2.620321	0.124256	-0.570933
6	54	9113	1.013994	0.194167	-0.167528
6	55	6776	3.076432	0.108045	-0.630014
7	8	243	6.154219	0.096896	-1.833977
7	9	165	50205048.775640	0.000000	-2.891384
7	10	172	1839838.749380	0.000000	-1.979956
7	11	152	257093.966353	0.000001	-0.893778
7	12	135	35257668.877890	0.000000	-2.935300
7	13	151	81769662.517126	0.000000	-2.951774
7	14	149	133634.445761	0.000003	-1.683229
7	15	139	8925923.508193	0.000000	-2.061713
7	16	275	297063.060174	0.000002	-1.682818
7	17	2	0.000000	0.000000	0.000000
7	18	189	45.518730	0.013312	-2.849225
7	19	46	3249492011761862949648097139019676143576037356365620106884838480803831314644992.000000	0.000000	-34260.037221
7	20	205	1270076.400280	0.000000	-1.952957
7	21	51	51106959023546810695146645594689803124736.000000	0.000000	-1.790791
7	22	219	2.141639	0.123264	-0.411902
7	23	151	120501.462711	0.000005	-2.723693
7	24	218	15.975167	0.038977	-2.649687
7	25	269	3.706756	0.033467	-0.227644
7	26	154	130822164461.021637	0.000000	-3.129922
7	27	188	41769327.456613	0.000000	-1.907379
7	28	201	2672907.250585	0.000000	-3.095656
7	29	277	172204.175172	0.000004	-4.952647
7	30	28	226647397333173909884319563776.000000	0.000000	-27404.914372
7	31	214	20.120539	0.032468	-3.094935
7	32	244	3.771184	0.101316	-0.807809
7	33	42	122936038.367752	0.000000	-4.135209
7	34	-1	-1	-1	-1
7	35	209	6.703478	0.052215	-0.858719
7	36	215	1.412526	0.172725	-0.286192
7	37	242	15.038837	0.040301	-2.469565
7	38	203	2.427319	0.068723	-0.272918
7	39	152	493821756.577125	0.000000	-16.065415
7	40	39	99728174188.616486	0.000000	-1.333957
7	41	155	217698293.163691	0.000000	-3.051396
7	42	172	82963.702435	0.000004	-1.096548
7	43	140	895.312248	0.000842	-6.069908
7	44	169	18.890781	0.031802	-2.527287
7	45	176	38.866026	0.015906	-2.950899
7	46	140	195850916.963709	0.000000	-2.297785
7	47	229	46.422009	0.009509	-1.512098
7	48	117	11.995226	0.025088	-0.769808
7	49	124	88457.244664	0.000004	-1.154326
7	50	124	551366.585920	0.000001	-1.783311
7	51	171	5614905.839592	0.000000	-3.054636
7	52	126	4065107.685452	0.000000	-1.791586
7	53	155	68860.003388	0.000008	-2.704833
7	54	178	25.822490	0.025890	-3.421329
7	55	117	3052682.410866	0.000000	-0.965090
8	9	261	680818.926412	0.000001	-3.706117
8	10	257	51136093.992589	0.000000	-2.768176
8	11	194	25.310083	0.013194	-0.945511
8	12	159	884731.128550	0.000001	-3.321366
8	13	242	1840192115.546678	0.000000	-3.453356
8	14	188	2564223.456697	0.000000	-1.897344
8	15	169	246572397.032099	0.000000	-4.313806
8	16	375	0.000159	0.152234	0.116667
8	17	2	0.000000	0.001088	0.001086
8	18	320	61.662781	0.010899	-3.811637
8	19	57	247139555882752928076859439638829334528.000000	0.000000	-40723.370702
8	20	320	17.046302	0.034948	-2.439029
8	21	88	4667994.733615	0.000000	-16984.220421
8	22	341	46257.419556	0.000004	-0.504428
8	23	183	7.399489	0.071077	-1.591607
8	24	346	85.492232	0.007596	-3.530359
8	25	391	0.269358	0.159132	0.057554
8	26	246	853428.260697	0.000001	-3.772511
8	27	275	669732.532398	0.000001	-2.595556
8	28	282	5.248924	0.050425	-0.572759
8	29	376	95325.188851	0.000007	-4.624599
8	30	30	479.144419	0.000893	-1.488521
8	31	348	65409.198276	0.000010	-3.749607
8	32	340	0.241903	0.135681	0.056549
8	33	54	4820211572.521623	0.000000	-0.718771
8	34	-1	-1	-1	-1
8	35	327	8893296.187946	0.000000	-0.478453
8	36	346	2.453750	0.035714	-0.141850
8	37	363	4.236386	0.079370	-0.721108
8	38	304	125874.115772	0.000000	-0.078797
8	39	208	23540291.799313	0.000000	-5.024509
8	40	52	50067766.567346	0.000000	-0.732151
8	41	213	689869.652121	0.000001	-3.092838
8	42	204	10817.426918	0.000014	-0.357417
8	43	183	274052343.174313	0.000000	-8.021149
8	44	230	319679.411947	0.000002	-3.040071
8	45	254	32.347474	0.021832	-4.121095
8	46	195	15.529188	0.036264	-2.139884
8	47	295	1.761442	0.125879	-0.308319
8	48	156	12.403359	0.021552	-0.661372
8	49	175	204565.651829	0.000002	-1.789079
8	50	161	25.568478	0.021613	-2.208759
8	51	262	920317.055831	0.000001	-4.516626
8	52	176	2124008037.616136	0.000000	-2.669782
8	53	227	108024.309238	0.000005	-2.819196
8	54	249	47.071551	0.013016	-2.932757
8	55	155	2005572.310535	0.000000	-1.711110
9	10	6704	2.873452	0.118391	-0.626810
9	11	6420	3.023867	0.114170	-0.652582
9	12	6222	2.700469	0.118397	-0.568180
9	13	6740	3.182226	0.119518	-0.746646
9	14	6639	3.002885	0.113686	-0.642321
9	15	3723	2.160361	0.123386	-0.418001
9	16	340	46150380.672836	0.000000	-2.862309
9	17	68	22025.581998	0.000025	-2.544387
9	18	7695	3.624562	0.114351	-0.877631
9	19	1793	3.885753	0.072254	-0.566446
9	20	6377	2.889843	0.109554	-0.580196
9	21	128	15136.157624	0.000027	-1.405302
9	22	441	54.166603	0.007212	-1.240984
9	23	176	16696943.304870	0.000000	-1.872958
9	24	7729	2.803696	0.125905	-0.645403
9	25	449	4193344.363582	0.000000	-1.953643
9	26	7193	3.646477	0.099702	-0.750641
9	27	7081	3.286644	0.105608	-0.681134
9	28	394	168152.916533	0.000003	-1.657064
9	29	7836	2.894294	0.123562	-0.665193
9	30	170	5716328.478360	0.000000	-2.490274
9	31	7158	3.327755	0.107927	-0.712484
9	32	276	38.498861	0.013285	-1.960106
9	33	173	17618.745556	0.000023	-1.380212
9	34	41	1.318953	0.190502	-0.276191
9	35	291	58.871138	0.008832	-2.071510
9	36	312	20.448910	0.022529	-1.538167
9	37	469	27.262311	0.016995	-1.593972
9	38	337	36.008524	0.009917	-1.062757
9	39	6680	3.284840	0.110361	-0.716238
9	40	1227	1.567836	0.211076	-0.413106
9	41	6846	2.880977	0.123586	-0.660412
9	42	174	21.730435	0.018967	-1.286994
9	43	6743	3.472306	0.101817	-0.711996
9	44	7110	4.124867	0.093668	-0.847813
9	45	7052	3.020194	0.116968	-0.669449
9	46	7540	1.340471	0.167333	-0.253320
9	47	1868	2.014470	0.135714	-0.411880
9	48	6725	3.359985	0.098709	-0.652160
9	49	6566	3.009938	0.117845	-0.671482
9	50	6548	2.778910	0.119981	-0.603224
9	51	7035	3.149691	0.107294	-0.648602
9	52	7074	3.180588	0.102544	-0.625479
9	53	7194	2.758738	0.123837	-0.617447
9	54	8058	0.983253	0.179844	-0.146950
9	55	6185	3.069359	0.111339	-0.649463
10	11	6510	3.158082	0.106039	-0.642640
10	12	6202	2.498575	0.131827	-0.564002
10	13	6879	3.042188	0.117269	-0.679258
10	14	6615	2.317201	0.147679	-0.563101
10	15	3729	2.825073	0.100983	-0.512269
10	16	313	5113737.361198	0.000000	-2.730214
10	17	66	31885120.372719	0.000000	-3.998231
10	18	7372	2.712008	0.126408	-0.614543
10	19	1804	3.677600	0.088089	-0.656896
10	20	6398	2.769986	0.113103	-0.562469
10	21	127	7691348.252780	0.000000	-1.070891
10	22	415	28.878492	0.014935	-1.416110
10	23	165	619086.252174	0.000001	-1.406657
10	24	7679	3.193713	0.109665	-0.679801
10	25	434	59.167904	0.009434	-2.402629
10	26	7125	3.376281	0.100208	-0.668676
10	27	6790	2.933146	0.120133	-0.658412
10	28	379	30.543185	0.015042	-1.583756
10	29	7624	2.856736	0.126512	-0.668801
10	30	159	29164669.881201	0.000000	-1.985585
10	31	7075	2.733926	0.132649	-0.656577
10	32	269	913594.541146	0.000001	-2.025379
10	33	145	151496.076337	0.000004	-2.540059
10	34	41	1.721337	0.273068	-0.619849
10	35	275	51.258712	0.009023	-1.648815
10	36	287	55.152495	0.008177	-1.580823
10	37	439	12.362617	0.039895	-1.613602
10	38	296	13.234354	0.026092	-0.940120
10	39	6835	3.921678	0.095105	-0.796384
10	40	1254	2.941735	0.117340	-0.644214
10	41	6555	2.887418	0.125008	-0.671371
10	42	180	6265908.454377	0.000000	-1.791623
10	43	6706	3.339571	0.106113	-0.702489
10	44	7022	2.925832	0.120390	-0.657365
10	45	6961	2.833029	0.129601	-0.677915
10	46	7407	1.364295	0.161763	-0.253548
10	47	1917	2.612507	0.109629	-0.496523
10	48	6776	2.937448	0.112628	-0.613866
10	49	6647	2.837422	0.122061	-0.635585
10	50	6512	2.714101	0.120993	-0.586451
10	51	7082	2.937806	0.115650	-0.632460
10	52	6713	2.695500	0.128946	-0.621984
10	53	6910	2.369240	0.151349	-0.599308
10	54	7988	0.837222	0.192608	-0.106133
10	55	6288	2.955259	0.123342	-0.686568
11	12	6172	2.877611	0.111501	-0.587722
11	13	6576	3.823424	0.094158	-0.755577
11	14	6567	3.055404	0.110312	-0.638072
11	15	3713	1.871599	0.142025	-0.382624
11	16	214	17.773090	0.018565	-0.906949
11	17	68	22246120624197380079616.000000	0.000000	-1.763698
11	18	6973	3.435589	0.107639	-0.747471
11	19	1815	2.386781	0.118161	-0.467240
11	20	6206	2.294143	0.136196	-0.509104
11	21	102	3107.580975	0.000063	-0.483433
11	22	311	231468.110807	0.000002	-1.085631
11	23	138	7.544143	0.041011	-0.747795
11	24	6973	2.679939	0.130663	-0.625221
11	25	322	366382480.239804	0.000000	-1.145058
11	26	6925	3.340307	0.098770	-0.646686
11	27	6566	3.150283	0.107058	-0.647165
11	28	315	9.136042	0.037092	-0.871270
11	29	7094	3.475668	0.094072	-0.650104
11	30	167	44269.956279	0.000008	-1.149748
11	31	6740	3.447149	0.105065	-0.730323
11	32	191	11.363766	0.025977	-0.745823
11	33	134	118281.902098	0.000003	-1.354881
11	34	41	3.142684	0.189167	-1.275538
11	35	174	447345.067424	0.000001	-1.120614
11	36	164	89496.259293	0.000004	-0.931304
11	37	345	6.050681	0.071323	-1.113461
11	38	197	150875.100095	0.000002	-1.076392
11	39	6637	4.003670	0.094320	-0.814949
11	40	1253	2.002958	0.133240	-0.400665
11	41	6509	2.846424	0.115128	-0.598612
11	42	157	10.624249	0.027007	-0.712893
11	43	6558	3.717545	0.086775	-0.656202
11	44	6797	3.177067	0.114056	-0.705365
11	45	6842	3.050762	0.118311	-0.689255
11	46	7463	1.454988	0.153441	-0.270451
11	47	1890	2.031902	0.111048	-0.341439
11	48	6824	3.500887	0.095907	-0.672401
